"GLENEAGLE GOLD LIMITED","GLN","Materials"
"GLG CORP LTD","GLE","Consumer Durables & Apparel"
"GLOBAL CONSTRUCTION SERVICES LIMITED","GCS","Capital Goods"
"GLOBAL GEOSCIENCE LIMITED","GSC","Materials"
"GLOBAL GOLD HOLDINGS LIMITED","GGH","Materials"
"GLOBAL HEALTH LIMITED","GLH","Health Care Equipment & Services"
"GLOBAL MASTERS FUND LIMITED","GFL","Diversified Financials"
"GLOBAL MINING INVESTMENTS LIMITED","GMI","Diversified Financials"
"GLOBAL NICKEL INVESTMENTS NL","GNI","Materials"
"GLOBAL PETROLEUM LIMITED","GBP","Energy"
"GLOBAL RESOURCE MASTERS FUND LIMITED","GRF","Diversified Financials"
"GLOBAL RESOURCES CORPORATION LIMITED","GRM","Materials"
"GLOBALNET ASIA PACIFIC LIMITED","GNE","Classification Pending"
"GLOBE INTERNATIONAL LIMITED","GLB","Consumer Durables & Apparel"
"GLOBE METALS & MINING LIMITED","GBE","Energy"
"GLORY RESOURCES LIMITED","GLY","Materials"
"GLOUCESTER COAL LTD","GCL","Energy"
"GME RESOURCES LIMITED","GME","Materials"
"GOCONNECT LIMITED","GCN","Software & Services"
"GOLD ANOMALY LIMITED","GOA","Materials"
"GOLD MINES OF PERU","GMO","Classification Pending"
"GOLD ONE INTERNATIONAL LIMITED","GDO","Materials"
"GOLD ROAD RESOURCES LIMITED","GOR","Materials"
"GOLDEN CROSS RESOURCES LTD","GCR","Materials"
"GOLDEN DEEPS LIMITED.","GED","Materials"
"GOLDEN GATE PETROLEUM LTD","GGP","Energy"
"GOLDEN RIM RESOURCES LTD","GMR","Materials"
"GOLDEN STATE RESOURCES LIMITED","GDN","Materials"
"GOLDEN WEST RESOURCES LIMITED","GWR","Materials"
"GOLDMINEX RESOURCES LIMITED","GMX","Materials"
"GOLDSEARCH LIMITED","GSE","Materials"
"GONDWANA RESOURCES LIMITED","GDA","Materials"
"GOODMAN FIELDER LIMITED.","GFF","Food Beverage & Tobacco"
"GOODMAN GROUP","GMG","Real Estate"
"GOODMAN PLUS TRUST","GMP","GICS Sector Code Not Applicable"
"GOWING BROS LIMITED","GOW","Diversified Financials"
"GPT GROUP","GPT","Real Estate"
"GR ENGINEERING SERVICES LIMITED","GNG","Classification Pending"
"GRAINCORP LIMITED","GNC","Food Beverage & Tobacco"
"GRAND GULF ENERGY LIMITED","GGE","Materials"
"GRANDBRIDGE LIMITED","GBA","Diversified Financials"
"GRANGE RESOURCES LIMITED.","GRR","Materials"
"GREAT WESTERN EXPLORATION LIMITED.","GTE","Materials"
"GREATER BENDIGO GOLD MINES LIMITED","GBM","Materials"
"GREEN INVEST LIMITED","GNV","Commercial & Professional Services"
"GREEN ROCK ENERGY LIMITED","GRK","Utilities"
"GREEN X GLOBAL LIMITED","GXG","Retailing"
"GREENBOX GROUP LIMITED","GNB","Utilities"
"GREENCAP LIMITED","GCG","Commercial & Professional Services"
"GREENCROSS LIMITED","GXL","Health Care Equipment & Services"
"GREENEARTH ENERGY LIMITED","GER","Utilities"
"GREENLAND MINERALS AND ENERGY LIMITED","GGG","Materials"
"GREENPOWER ENERGY LIMITED","GPP","Energy"
"GREENVALE MINING NL","GRV","Energy"
"GRG INTERNATIONAL LTD","GRG","Capital Goods"
"GROOTE RESOURCES LIMITED","GOT","Energy"
"GROWTHPOINT PROPERTIES AUSTRALIA","GOZ","Real Estate"
"GRP CORPORATION LIMITED","GRP","Diversified Financials"
"GRYPHON MINERALS LIMITED","GRY","Materials"
"GSF CORPORATION LIMITED","GSF","Food Beverage & Tobacco"
"GTI RESOURCES LIMITED","GTR","Materials"
"GUILDFORD COAL LIMITED","GUF","Energy"
"GUINNESS PEAT GROUP PLC.","GPG","Diversified Financials"
"GUJARAT NRE COKING COAL LIMITED","GNM","Energy"
"GULF INDUSTRIALS LIMITED","GLF","Materials"
"GULF MINES LIMITED","GLM","Materials"
"GULLEWA LIMITED","GUL","Materials"
"GUNNS LIMITED","GNS","Materials"
"GUNSON RESOURCES LIMITED","GUN","Materials"
"GWA GROUP LIMITED.","GWA","Capital Goods"
"H-SHARES IDX FUTURES","HCX","Classification Pending"
"HAMILTON JAMES & BRUCE GROUP LIMITED","HJB","Commercial & Professional Services"
"HAMPTON HILL MINING NL","HHM","Materials"
"HANDINI RESOURCES LIMITED","HDI","Energy"
"HANG SENG IDX FUTURES","HSX","Classification Pending"
"HANNANS REWARD LIMITED","HNR","Materials"
"HANSEN TECHNOLOGIES LIMITED","HSN","Software & Services"
"HAOMA MINING NL","HAO","Materials"
"HARANGA RESOURCES LIMITED","HAR","Materials"
"HARVEY NORMAN HOLDINGS LIMITED","HVN","Retailing"
"HARVEY TRUST 2006-1","HTR","GICS Sector Code Not Applicable"
"HASTIE GROUP LIMITED","HST","Capital Goods"
"HASTINGS DIVERSIFIED UTILITIES FUND","HDF","Utilities"
"HASTINGS HIGH YIELD FUND","HHY","Diversified Financials"
"HASTINGS RARE METALS LTD","HAS","Materials"
"HAVILAH RESOURCES NL","HAV","Materials"
"HAWKLEY OIL AND GAS LIMITED","HOG","Energy"
"HAWTHORN RESOURCES LIMITED","HAW","Materials"
"HAZELWOOD RESOURCES LTD","HAZ","Materials"
"HEALTH CORPORATION LIMITED","HEA","Food & Staples Retailing"
"HEALTHLINX LIMITED","HTX","Pharmaceuticals, Biotechnology & Life Sciences"
"HEALTHSCOPE NOTES LIMITED","HLN","GICS Sector Code Not Applicable"
"HEALTHZONE LIMITED","HZL","Household & Personal Products"
"HEARTWARE INTERNATIONAL, INC","HIN","Health Care Equipment & Services"
"HEEMSKIRK CONSOLIDATED LIMITED","HSK","Materials"
"HELICON GROUP LIMITED","HCG","Pharmaceuticals, Biotechnology & Life Sciences"
"HELIX RESOURCES LIMITED","HLX","Materials"
"HEMISPHERE RESOURCES LIMITED","HEM","Materials"
"HENDERSON GROUP PLC.","HGG","Diversified Financials"
"HENRY WALKER ELTIN GROUP LIMITED","HWE","Capital Goods"
"HERITAGE BUILDING SOCIETY LIMITED","HBS","GICS Sector Code Not Applicable"
"HERITAGE GOLD NZ LIMITED","HTM","Materials"
"HERON RESOURCES LIMITED","HRR","Materials"
"HEXIMA LIMITED","HXL","Pharmaceuticals, Biotechnology & Life Sciences"
"HFA HOLDINGS LIMITED","HFA","Diversified Financials"
"HGL LIMITED","HNG","Capital Goods"
"HIGHLANDS PACIFIC LIMITED","HIG","Materials"
"HILL END GOLD LIMITED","HEG","Materials"
"HILLCREST LITIGATION SERVICES LIMITED.","HLS","Diversified Financials"
"HILLGROVE RESOURCES LIMITED","HGO","Materials"
"HILLS HOLDINGS LIMITED","HIL","Capital Goods"
"HIRE INTELLIGENCE INTERNATIONAL LIMITED","HII","Retailing"
"HITECH GROUP AUSTRALIA LIMITED","HIT","Commercial & Professional Services"
"HODGES RESOURCES LIMITED","HDG","Materials"
"HOLISTA COLLTECH LIMITED","HCT","Pharmaceuticals, Biotechnology & Life Sciences"
"HOMELOANS LIMITED","HOM","Banks"
"HORIZON OIL LIMITED","HZN","Energy"
"HORSESHOE METALS LIMITED","HOR","Materials"
"HOT CHILI LIMITED","HCH","Materials"
"HOT ROCK LIMITED","HRL","Utilities"
"HUDSON INVESTMENT GROUP LIMITED","HGL","Real Estate"
"HUDSON RESOURCES LIMITED","HRS","Materials"
"HUMANIS GROUP LIMITED","HUM","Commercial & Professional Services"
"HUNNU COAL LIMITED","HUN","Energy"
"HUNTER HALL GLOBAL VALUE LIMITED","HHV","Diversified Financials"
"HUNTER HALL INTERNATIONAL LIMITED","HHL","Diversified Financials"
"HUTCHISON TELECOMMUNICATIONS (AUSTRALIA) LIMITED","HTA","Telecommunication Services"
"HY-FI SECURITIES LIMITED","HYF","GICS Sector Code Not Applicable"
"HYDROMET CORPORATION LIMITED","HMC","Commercial & Professional Services"
"HYDROTECH INTERNATIONAL LIMITED","HTI","Capital Goods"
"HYPERION FLAGSHIP INVESTMENTS LIMITED","HIP","Diversified Financials"
"HYPO REAL ESTATE BANK INTERNATIONAL AKTIENGESELLSCHAFT","HYP","GICS Sector Code Not Applicable"
"HYPOTHEKENBANK IN ESSEN AKTIENGESELLSCHAFT","HES","GICS Sector Code Not Applicable"
"HYRO LIMITED","HYO","Media"
"IAG FINANCE (NEW ZEALAND) LIMITED","IAN","GICS Sector Code Not Applicable"
"IATIA LIMITED","IAT","Software & Services"
"ICASH PAYMENT SYSTEMS LIMITED","ICP","Technology Hardware & Equipment"
"ICON ENERGY LIMITED","ICN","Energy"
"ICON RESOURCES LTD","III","Materials"
"ICSGLOBAL LIMITED","ICS","Health Care Equipment & Services"
"IDEAS INTERNATIONAL LIMITED","IDE","Software & Services"
"IDOL 2010-1 TRUST","IDF","GICS Sector Code Not Applicable"
"IDT AUSTRALIA LIMITED","IDT","Pharmaceuticals, Biotechnology & Life Sciences"
"IFL ETO","IF9","GICS Sector Code Not Applicable"
"IFS CONSTRUCTION SERVICES LTD","IFS","Capital Goods"
"IGDX HOLDINGS LTD","IGX","Materials"
"IINET LIMITED","IIN","Telecommunication Services"
"ILLAWARRA SERIES 2005-1 RMBS TRUST","ILW","GICS Sector Code Not Applicable"
"ILLAWARRA SERIES 2006-1 RMBS TRUST","ILA","GICS Sector Code Not Applicable"
"ILUKA RESOURCES LIMITED","ILU","Materials"
"IM MEDICAL LTD","IMI","Health Care Equipment & Services"
"IMAGE RESOURCES NL","IMA","Materials"
"IMAGINE UN LIMITED","IUL","Software & Services"
"IMDEX LIMITED","IMD","Materials"
"IMF (AUSTRALIA) LTD","IMF","Diversified Financials"
"IMMURON LIMITED","IMC","Pharmaceuticals, Biotechnology & Life Sciences"
"IMPACT MINERALS LIMITED","IPT","Materials"
"IMPEDIMED LIMITED","IPD","Health Care Equipment & Services"
"IMPERIAL PACIFIC LIMITED","IPC","Diversified Financials"
"IMPRESS ENERGY LIMITED","ITC","Energy"
"IMUGENE LIMITED","IMU","Pharmaceuticals, Biotechnology & Life Sciences"
"IMX RESOURCES LIMITED","IXR","Materials"
"INCITEC PIVOT LIMITED","IPL","Materials"
"INCREMENTAL OIL AND GAS LIMITED","IOG","Energy"
"INDAGO RESOURCES LTD","IDG","Materials"
"INDEPENDENCE GROUP NL","IGO","Materials"
"INDIA EQUITIES FUND LIMITED","INE","Diversified Financials"
"INDIA RESOURCES LIMITED","IRL","Materials"
"INDIGO PROPERTIES AUSTRALIA LIMITED","IPA","Diversified Financials"
"INDO MINES LIMITED","IDO","Materials"
"INDOCHINE MINING LIMITED","IDC","Materials"
"INDOPHIL RESOURCES NL","IRN","Materials"
"INDUSTREA LIMITED","IDL","Capital Goods"
"INDUSTRIAL BANK OF KOREA","IOK","GICS Sector Code Not Applicable"
"INDUSTRIAL MINERALS CORPORATION LIMITED","IDM","Materials"
"INFIGEN ENERGY","IFN","Utilities"
"INFOCHOICE LIMITED","ICH","Media"
"INFOMEDIA LTD","IFM","Software & Services"
"INFRATIL LIMITED","IFZ","Utilities"
"ING BANK (AUSTRALIA) LIMITED","INU","GICS Sector Code Not Applicable"
"ING PRIVATE EQUITY ACCESS LIMITED","IPE","Diversified Financials"
"ING REAL ESTATE COMMUNITY LIVING GROUP","ILF","Real Estate"
"ING REAL ESTATE ENTERTAINMENT FUND","IEF","Real Estate"
"ING REAL ESTATE HEALTHCARE FUND","IHF","Real Estate"
"INNAMINCKA PETROLEUM LIMITED","INP","Energy"
"INSTITUTO DE CREDITO OFICIAL","ICF","GICS Sector Code Not Applicable"
"INSURANCE AUSTRALIA GROUP LIMITED","IAG","Insurance"
"INTEC LTD","INL","Materials"
"INTEGRA MINING LIMITED","IGR","Materials"
"INTEGRATED LEGAL HOLDINGS LIMITED","IAW","Consumer Services"
"INTEGRATED RESEARCH LIMITED","IRI","Software & Services"
"INTEGRATED RESOURCES GROUP LIMITED","IRG","Materials"
"INTELLIGENT SOLAR LIMITED","ISL","Capital Goods"
"INTER-AMERICAN DEVELOPMENT BANK","IDB","GICS Sector Code Not Applicable"
"INTERMET RESOURCES LIMITED","ITT","Materials"
"INTERMIN RESOURCES LIMITED","IRC","Materials"
"INTERMOCO LIMITED","INT","Technology Hardware & Equipment"
"INTERNATIONAL BASE METALS LIMITED","IBM","GICS Sector Code Not Applicable"
"INTERNATIONAL EQUITIES CORPORATION LIMITED.","IEQ","Real Estate"
"INTERNATIONAL FINANCE CORPORATION","IFX","GICS Sector Code Not Applicable"
"INTERNATIONAL GOLDFIELDS LIMITED...","IGS","Materials"
"INTERRA RESOURCES LIMITED","ITR","Energy"
"INTERSTAR MILLENIUM SERIES 2006-2G TRUST","INB","GICS Sector Code Not Applicable"
"INTERSTAR MILLENNIUM SERIES 2002-1G TRUST","IMG","GICS Sector Code Not Applicable"
"INTERSTAR MILLENNIUM SERIES 2003-3G TRUST","IMX","GICS Sector Code Not Applicable"
"INTERSTAR MILLENNIUM SERIES 2004-1E TRUST","IMQ","GICS Sector Code Not Applicable"
"INTERSTAR MILLENNIUM SERIES 2004-2G TRUST","IMK","GICS Sector Code Not Applicable"
"INTERSTAR MILLENNIUM SERIES 2004-5 TRUST","IMN","GICS Sector Code Not Applicable"
"INTERSTAR MILLENNIUM SERIES 2005-2L TRUST","IMO","GICS Sector Code Not Applicable"
"INTERSTAR MILLENNIUM SERIES 2006-3L TRUST","INN","GICS Sector Code Not Applicable"
"INTERSTAR MILLENNIUM SERIES 2006-4H TRUST","INH","GICS Sector Code Not Applicable"
"INTRAPOWER LIMITED","IPX","Software & Services"
"INTREPID MINES LIMITED","IAU","Materials"
"INVENTIS LIMITED","IVT","Commercial & Professional Services"
"INVESTA OFFICE FUND","IOF","Real Estate"
"INVESTIGATOR RESOURCES LTD","IVR","Energy"
"INVESTORFIRST LIMITED","INQ","Diversified Financials"
"INVICTUS GOLD LIMITED","IVG","Materials"
"INVOCARE LIMITED","IVC","Consumer Services"
"ION LIMITED","ION","Automobile & Components"
"IOOF HOLDINGS LIMITED","IFL","Diversified Financials"
"IPERNICA LIMITED","IPR","Diversified Financials"
"IPGA LIMITED","IPP","Media"
"IPLDA OPTIONS","IP8","Classification Pending"
"IPLN OPTIONS","IP9","Classification Pending"
"IRESS MARKET TECHNOLOGY LIMITED","IRE","Software & Services"
"IRON MOUNTAIN MINING LIMITED","IRM","Materials"
"IRON ORE HOLDINGS LIMITED","IOH","Materials"
"IRON ROAD LIMITED","IRD","Materials"
"IRONBARK CAPITAL LIMITED","IBC","Diversified Financials"
"IRONBARK ZINC LTD","IBG","Materials"
"IRONCLAD MINING LIMITED","IFE","Materials"
"ISHARES FTSE CHINA 25","IZZ","GICS Sector Code Not Applicable"
"ISHARES MSCI AUSTRALIA 200","IOZ","GICS Sector Code Not Applicable"
"ISHARES MSCI BRIC","IBK","GICS Sector Code Not Applicable"
"ISHARES MSCI EAFE","IVE","GICS Sector Code Not Applicable"
"ISHARES MSCI EMERGING MARKETS","IEM","GICS Sector Code Not Applicable"
"ISHARES MSCI HONG KONG","IHK","GICS Sector Code Not Applicable"
"ISHARES MSCI JAPAN","IJP","GICS Sector Code Not Applicable"
"ISHARES MSCI SINGAPORE","ISG","GICS Sector Code Not Applicable"
"ISHARES MSCI SOUTH KOREA","IKO","GICS Sector Code Not Applicable"
"ISHARES MSCI TAIWAN","ITW","GICS Sector Code Not Applicable"
"ISHARES RUSSELL 2000","IRU","GICS Sector Code Not Applicable"
"ISHARES S&P 500","IVV","GICS Sector Code Not Applicable"
"ISHARES S&P ASIA 50","IAA","GICS Sector Code Not Applicable"
"ISHARES S&P EUROPE 350","IEU","GICS Sector Code Not Applicable"
"ISHARES S&P GLOBAL 100","IOO","GICS Sector Code Not Applicable"
"ISHARES S&P GLOBAL CONSUMER STAPLES","IXI","GICS Sector Code Not Applicable"
"ISHARES S&P GLOBAL HEALTHCARE","IXJ","GICS Sector Code Not Applicable"
"ISHARES S&P GLOBAL TELECOMMUNICATIONS","IXP","GICS Sector Code Not Applicable"
"ISHARES S&P MIDCAP 400","IJH","GICS Sector Code Not Applicable"
"ISHARES S&P SMALLCAP 600","IJR","GICS Sector Code Not Applicable"
"ISHARES S&P/ASX 20","ILC","GICS Sector Code Not Applicable"
"ISHARES S&P/ASX HIGH DIVIDEND","IHD","GICS Sector Code Not Applicable"
"ISHARES S&P/ASX SMALL ORDINARIES","ISO","GICS Sector Code Not Applicable"
"ISHARES TRUST","IST","GICS Sector Code Not Applicable"
"ISHARES, INC.","ISI","GICS Sector Code Not Applicable"
"ISHINE INTERNATIONAL RESOURCES LIMITED","ISH","Materials"
"ISLAND SKY AUSTRALIA LIMITED","ISK","Consumer Durables & Apparel"
"ISOFT GROUP LIMITED","ISF","Health Care Equipment & Services"
"ISS GROUP LIMITED","ISS","Software & Services"
"ITL LIMITED","ITD","Health Care Equipment & Services"
"ITS CAPITAL INVESTMENTS LTD","ITS","Commercial & Professional Services"
"IVANHOE AUSTRALIA LIMITED","IVA","Materials"
"JABIRU METALS LIMITED","JML","Materials"
"JACKA RESOURCES LIMITED","JKA","Energy"
"JAGUAR MINERALS LIMITED","JAG","Materials"
"JAMES HARDIE INDUSTRIES SE","JHX","Materials"
"JAMESON RESOURCES LIMITED","JAL","Materials"
"JATOIL LIMITED","JAT","Energy"
"JB HI-FI LIMITED","JBH","Retailing"
"JERVOIS MINING LIMITED","JRV","Materials"
"JETSET TRAVELWORLD LTD","JET","Consumer Services"
"JINDALEE RESOURCES LIMITED","JRL","Materials"
"JOHN SHEARER (HOLDINGS) LIMITED","SHR","Capital Goods"
"JOYCE CORPORATION LIMITED","JYC","Retailing"
"JUMBO INTERACTIVE LIMITED","JIN","Retailing"
"JUMBUCK ENTERTAINMENT LIMITED","JMB","Software & Services"
"JUPITER ENERGY LIMITED","JPR","Materials"
"JUPITER MINES LIMITED","JMS","Materials"
"JV GLOBAL LIMITED","JVG","Capital Goods"
"K & S CORPORATION LIMITED","KSC","Transportation"
"K2 ASSET MANAGEMENT HOLDINGS LTD","KAM","Diversified Financials"
"K2 ENERGY LIMITED.","KTE","Utilities"
"KAGARA LTD","KZL","Materials"
"KAIRIKI ENERGY LIMITED","KIK","Energy"
"KANGAROO RESOURCES LIMITED","KRL","Materials"
"KARMELSONIX LTD","KSX","Health Care Equipment & Services"
"KAROON GAS AUSTRALIA LIMITED","KAR","Energy"
"KASBAH RESOURCES LIMITED","KAS","Materials"
"KATANA CAPITAL LIMITED","KAT","Diversified Financials"
"KATHMANDU HOLDINGS LIMITED","KMD","Retailing"
"KENTOR GOLD LIMITED","KGL","Materials"
"KEY PETROLEUM LIMITED","KEY","Energy"
"KEYBRIDGE CAPITAL LIMITED","KBC","Diversified Financials"
"KFW","KFW","GICS Sector Code Not Applicable"
"KIBARAN NICKEL LIMITED","KNL","Materials"
"KIDMAN RESOURCES LIMITED","KDR","Materials"
"KILGORE OIL & GAS LIMITED","KOG","Energy"
"KILLARA RESOURCES LIMITED","KRA","Materials"
"KIMBERLEY METALS LIMITED","KBL","Materials"
"KIMBERLEY RARE EARTHS LIMITED","KRE","Classification Pending"
"KING ISLAND SCHEELITE LIMITED","KIS","Materials"
"KING SOLOMON MINES LIMITED","KSO","Materials"
"KINGSGATE CONSOLIDATED LIMITED.","KCN","Materials"
"KINGSROSE MINING LIMITED","KRM","Materials"
"KIP MCGRATH EDUCATION CENTRES LIMITED","KME","Consumer Services"
"KONEKT LIMITED","KKT","Health Care Equipment & Services"
"KOON HOLDINGS LIMITED","KNH","Capital Goods"
"KORAB RESOURCES LIMITED","KOR","Materials"
"KORVEST LIMITED","KOV","Capital Goods"
"KRESTA HOLDINGS LIMITED","KRS","Consumer Durables & Apparel"
"KRUCIBLE METALS LIMITED","KRB","Materials"
"KTL TECHNOLOGIES LIMITED","KTL","Capital Goods"
"KULA GOLD LIMITED","KGD","Materials"
"KUTH ENERGY LIMITED","KEN","Utilities"
"L&M ENERGY LIMITED","LME","Energy"
"LACHLAN STAR LIMITED","LSA","Materials"
"LACONIA RESOURCES LIMITED","LCR","Materials"
"LAGUNA RESOURCES NL","LRC","Materials"
"LAKE RESOURCES N.L.","LKE","Materials"
"LAKES OIL NL","LKO","Energy"
"LANDMARK WHITE LIMITED","LMW","Real Estate"
"LASERBOND LIMITED","LBL","Capital Goods"
"LASSETERS CORPORATION LIMITED","LAS","Consumer Services"
"LATIN GOLD LIMITED","LAT","Materials"
"LATIN RESOURCES LIMITED","LRS","Materials"
"LATROBE MAGNESIUM LIMITED","LMG","Materials"
"LAWSON GOLD LIMITED","LSN","Materials"
"LBT INNOVATIONS LIMITED","LBT","Health Care Equipment & Services"
"LEAF ENERGY LIMITED","LER","Health Care Equipment & Services"
"LEGACY IRON ORE LIMITED","LCY","Materials"
"LEGEND CORPORATION LIMITED","LGD","Technology Hardware & Equipment"
"LEGEND MINING LIMITED","LEG","Materials"
"LEIGHTON HOLDINGS LIMITED","LEI","Capital Goods"
"LEMARNE CORPORATION LIMITED","LMC","Capital Goods"
"LEND LEASE GROUP","LLC","Real Estate"
"LEYSHON RESOURCES LIMITED","LRL","Materials"
"LIBERTY RESOURCES LIMITED","LBY","Materials"
"LIBERTY SERIES 2006-2 TRUST","LIA","GICS Sector Code Not Applicable"
"LIBERTY SERIES 2007-1 SME/CMBS TRUST","LIE","GICS Sector Code Not Applicable"
"LIFESTYLE COMMUNITIES LIMITED","LIC","Real Estate"
"LINC ENERGY LTD","LNC","Energy"
"LINCOLN MINERALS LIMITED","LML","Materials"
"LINDIAN RESOURCES LIMITED","LIN","Materials"
"LINDSAY AUSTRALIA LIMITED","LAU","Transportation"
"LINQ RESOURCES FUND","LRF","Diversified Financials"
"LION ENERGY LIMITED","LIO","Energy"
"LION SERIES 2007-1 TRUST","LNS","GICS Sector Code Not Applicable"
"LIONTOWN RESOURCES LIMITED","LTR","Materials"
"LIQUEFIED NATURAL GAS LIMITED","LNG","Energy"
"LITHEX RESOURCES LIMITED","LTX","Classification Pending"
"LITTLE WORLD BEVERAGES LIMITED","LWB","Food Beverage & Tobacco"
"LIVING AND LEISURE AUSTRALIA GROUP","LLA","Real Estate"
"LIVING CELL TECHNOLOGIES LIMITED","LCT","Pharmaceuticals, Biotechnology & Life Sciences"
"LLCDA OPTIONS","LL9","Classification Pending"
"LODESTAR MINERALS LIMITED","LSR","Materials"
"LODESTONE ENERGY LIMITED","LOD","Energy"
"LOGICAMMS LIMITED","LCM","Capital Goods"
"LONDON CITY EQUITIES LIMITED","LCE","Diversified Financials"
"LONGREACH GROUP LIMITED.","LRG","Software & Services"
"LONGREACH OIL LIMITED","LGO","Energy"
"LONRHO MINING LIMITED","LOM","Materials"
"LUDOWICI LIMITED","LDW","Capital Goods"
"LUIRI GOLD LIMITED","LGM","Materials"
"LUMINUS SYSTEMS LIMITED.","LSL","Diversified Financials"
"LYCOPODIUM LIMITED","LYL","Capital Goods"
"LYNAS CORPORATION LIMITED","LYC","Materials"
"M2 TELECOMMUNICATIONS GROUP LIMITED","MTU","Telecommunication Services"
"MACA LIMITED","MLD","Materials"
"MACARTHUR COAL LIMITED","MCC","Materials"
"MACARTHURCOOK PROPERTY SECURITIES FUND","MPS","Real Estate"
"MACMAHON HOLDINGS LIMITED","MAH","Capital Goods"
"MACPHERSONS REWARD GOLD LIMITED","MRP","Materials"
"MACQUARIE ATLAS ROADS GROUP","MQA","Transportation"
"MACQUARIE BANK LIMITED","MBL","Diversified Financials"
"MACQUARIE CPS TRUST","MQC","GICS Sector Code Not Applicable"
"MACQUARIE FORTRESS AUSTRALIA NOTES TRUST","MFN","GICS Sector Code Not Applicable"
"MACQUARIE GROUP LIMITED","MQG","Diversified Financials"
"MACQUARIE INFRASTRUCTURE GROUP - OPTION BASKET","MI8","GICS Sector Code Not Applicable"
"MACQUARIE RADIO NETWORK LIMITED","MRN","Media"
"MACQUARIE TELECOM GROUP LIMITED","MAQ","Telecommunication Services"
"MACQUARIE WINTON GLOBAL OPPORTUNITIES TRUST","MWG","Diversified Financials"
"MACRO CORPORATION LIMITED","MAC","Consumer Services"
"MAGELLAN FINANCIAL GROUP LIMITED","MFG","Diversified Financials"
"MAGELLAN FLAGSHIP FUND LIMITED","MFF","Diversified Financials"
"MAGELLAN PETROLEUM CORPORATION.","MGN","Energy"
"MAGMA METALS LIMITED.","MMW","Materials"
"MAGNA MINING NL","MAN","Materials"
"MAGNETIC RESOURCES NL","MAU","Materials"
"MAGNUM MINING AND EXPLORATION LIMITED","MGU","Materials"
"MAHOGANY CAPITAL LIMITED","MHY","GICS Sector Code Not Applicable"
"MAHOGANY CAPITAL LIMITED - NOTES SERIES II","MHZ","GICS Sector Code Not Applicable"
"MAKO ENERGY LIMITED","MKE","Energy"
"MALACHITE RESOURCES LIMITED","MAR","Materials"
"MALAGASY MINERALS LIMITED","MGY","Materials"
"MAMBA MINERALS LIMITED","MAB","Materials"
"MANAS RESOURCES LIMITED","MSR","Materials"
"MANHATTAN CORPORATION LIMITED","MHC","Energy"
"MANTLE MINING CORPORATION LIMITED","MNM","Materials"
"MANTRA RESOURCES LIMITED","MRU","Energy"
"MAP GROUP","MAP","Transportation"
"MARATHON RESOURCES LIMITED","MTN","Materials"
"MARBLETREND GROUP LIMITED","MBD","Capital Goods"
"MARENGO MINING LIMITED","MGO","Materials"
"MARENICA ENERGY LTD","MEY","Materials"
"MARINER CORPORATION LIMITED","MCX","Diversified Financials"
"MARION ENERGY LIMITED","MAE","Energy"
"MARMOTA ENERGY LIMITED","MEU","Energy"
"MARYBOROUGH SUGAR FACTORY LIMITED (THE)","MSF","Food Beverage & Tobacco"
"MASTERMYNE GROUP LIMITED","MYE","Capital Goods"
"MATILDA ZIRCON LIMITED","MZI","Materials"
"MATRIX COMPOSITES & ENGINEERING LIMITED","MCE","Energy"
"MATRIX METALS LIMITED","MRX","Materials"
"MATSA RESOURCES LIMITED","MAT","Materials"
"MAVERICK DRILLING AND EXPLORATION LIMITED","MAD","Energy"
"MAX TRUST","MXQ","GICS Sector Code Not Applicable"
"MAXIMUS RESOURCES LIMITED","MXR","Materials"
"MAXITRANS INDUSTRIES LIMITED","MXI","Capital Goods"
"MAYAN IRON CORPORATION LIMITED","MYN","Materials"
"MAYNE PHARMA GROUP LIMITED","MYX","Pharmaceuticals, Biotechnology & Life Sciences"
"MCM ENTERTAINMENT GROUP LIMITED","MEG","Media"
"MCMILLAN SHAKESPEARE LIMITED","MMS","Commercial & Professional Services"
"MCPHERSON'S LIMITED","MCP","Consumer Durables & Apparel"
"MDS FINANCIAL GROUP LIMITED","MWS","Software & Services"
"MEC RESOURCES LIMITED","MMR","Energy"
"MEDICAL AUSTRALIA LIMITED","MLA","Health Care Equipment & Services"
"MEDICAL CORPORATION AUSTRALASIA LIMITED","MOD","Health Care Equipment & Services"
"MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED","MVP","Pharmaceuticals, Biotechnology & Life Sciences"
"MEDIGARD LIMITED","MGZ","Health Care Equipment & Services"
"MEDIVAC LIMITED","MDV","Health Care Equipment & Services"
"MEDTECH GLOBAL LIMITED","MDG","Health Care Equipment & Services"
"MEDUSA MINING LIMITED","MML","Materials"
"MELBOURNE IT LIMITED","MLB","Software & Services"
"MEO AUSTRALIA LIMITED","MEO","Energy"
"MERCHANT HOUSE INTERNATIONAL LIMITED","MHI","Consumer Durables & Apparel"
"MERIDIAN MINERALS LIMITED","MII","Materials"
"MERIDIEN RESOURCES LIMITED","MRJ","Diversified Financials"
"MERMAID MARINE AUSTRALIA LIMITED","MRM","Transportation"
"MERRICKS CAPITAL SPECIAL OPPORTUNITY FUND LIMITED","MEF","Diversified Financials"
"MERRILL LYNCH FACTOR MODEL","MLF","GICS Sector Code Not Applicable"
"MERRILL LYNCH THEMATICS","MLQ","GICS Sector Code Not Applicable"
